,time,apparent_temperature_max (°C),precipitation_sum (mm)
3811,2022-06-08,27.2,0.0
3812,2022-06-09,33.1,0.0
3813,2022-06-10,34.8,0.0
3814,2022-06-11,36.2,0.0
3815,2022-06-12,34.8,0.0
3816,2022-06-13,35.7,0.0
3817,2022-06-14,37.2,0.5
3818,2022-06-15,38.9,0.1
3819,2022-06-16,36.6,0.3
3820,2022-06-17,38.8,0.1
3821,2022-06-18,35.6,1.2
3822,2022-06-19,24.3,0.0
3823,2022-06-20,23.9,0.0
3824,2022-06-21,24.4,0.0
3825,2022-06-22,19.3,0.0
3826,2022-06-23,20.3,0.1
3827,2022-06-24,24.6,0.0
3828,2022-06-25,24.5,0.0
3829,2022-06-26,23.9,0.0
3830,2022-06-27,27.5,0.3
3831,2022-06-28,30.4,0.0
3832,2022-06-29,28.6,0.0
3833,2022-06-30,28.4,0.0
3834,2022-07-01,31.7,0.0
3835,2022-07-02,35.2,0.8
3836,2022-07-03,33.1,0.0
3837,2022-07-04,32.5,0.0
3838,2022-07-05,33.2,0.0
3839,2022-07-06,32.4,0.0
3840,2022-07-07,31.3,0.0
3841,2022-07-08,35.1,0.0
3842,2022-07-09,37.5,0.0
3843,2022-07-10,38.4,0.0
3844,2022-07-11,38.1,0.6
3845,2022-07-12,37.7,0.0
3846,2022-07-13,39.5,0.0
